product_id,listing_price,sale_price,discount,revenue
EF1233,79.99,47.99,0.40,7947.14
CM4878,52.99,52.99,0.00,667.67
CM4877,52.99,52.99,0.00,8393.62
G27272,69.99,41.99,0.40,2418.62
CM4862,49.99,49.99,0.00,2519.50
CM4979,24.99,24.99,0.00,2653.94
EF1416,149.99,89.99,0.40,3401.62
EE7897,45.99,32.19,0.30,3882.11
CM4884,26.99,26.99,0.00,437.24
G28373,89.99,53.99,0.40,2138.00
CM4842,55.99,55.99,0.00,0.00
EF0822,75.99,45.59,0.40,2133.61
CM4860,59.99,59.99,0.00,1403.77
CM4929,59.99,59.99,0.00,10042.33
G28560,79.99,47.99,0.40,6219.50
AQ8528,69.99,69.99,0.00,9448.65
G28208,75.99,45.59,0.40,5498.15
BB5476,79.99,79.99,0.00,9646.79
CQ2405,79.99,79.99,0.00,4463.44
G28209,75.99,45.59,0.40,5334.03
CL7580,45.99,27.59,0.40,3923.30
B43687,59.99,24.00,0.60,993.60
B41645,79.99,79.99,0.00,8350.96
BY2120,109.99,44.00,0.60,7207.20
B24105,59.99,59.99,0.00,10474.25
B96568,45.99,45.99,0.00,1821.20
FW2847,,,,
FV7826,239.99,239.99,0.00,37150.45
F35580,22.99,22.99,0.00,703.49
FV7825,239.99,239.99,0.00,3023.87
G27707,79.99,79.99,0.00,6911.14
EE8498,219.99,109.99,0.50,14452.69
FV4631,79.99,79.99,0.00,3599.55
EE4465,75.99,75.99,0.00,13404.64
EE8138,49.99,49.99,0.00,1349.73
FV4419,239.99,239.99,0.00,15983.33
G28116,45.99,27.59,0.40,3674.99
B42315,45.99,45.99,0.00,827.82
EE9574,179.99,125.99,0.30,1133.91
EG4960,79.99,79.99,0.00,13822.27
EE6803,49.99,49.99,0.00,8098.38
EF5506,75.99,75.99,0.00,12447.16
G28428,89.99,53.99,0.40,5345.01
EF5440,75.99,75.99,0.00,7386.23
FV4190,79.99,79.99,0.00,13966.25
EH0025,39.99,27.99,0.30,4383.23
G28331,179.99,125.99,0.30,8617.72
G25878,189.99,132.99,0.30,9814.66
EE6802,49.99,49.99,0.00,7468.51
B42314,45.99,45.99,0.00,3062.93
CL9955,24.99,14.99,0.40,863.42
G28336,179.99,125.99,0.30,5442.77
G54014,169.99,118.99,0.30,19490.56
FV2806,79.99,79.99,0.00,6047.24
FV3021,79.99,79.99,0.00,1439.82
FV3743,79.99,79.99,0.00,7343.08
FV5359,75.99,75.99,0.00,10805.78
G54015,169.99,118.99,0.30,11351.65
BD7929,75.99,37.99,0.50,5060.27
G26993,139.99,97.99,0.30,10053.77
EF1625,169.99,118.99,0.30,16277.83
G27479,99.99,59.99,0.40,8422.60
EE7911,45.99,27.59,0.40,4767.55
F35008,69.99,34.99,0.50,1700.51
G27492,169.99,118.99,0.30,11351.65
G28885,79.99,47.99,0.40,2505.08
EF1163,139.99,97.99,0.30,14286.94
EF8847,169.99,118.99,0.30,7282.19
B96566,45.99,27.59,0.40,248.31
EG4159,17.99,17.99,0.00,64.76
G27484,169.99,118.99,0.30,7496.37
F34327,79.99,39.99,0.50,2159.46
CL7477,47.99,23.99,0.50,3584.11
G27495,169.99,118.99,0.30,6425.46
B28129,79.99,79.99,0.00,10654.67
EF1229,99.99,59.99,0.40,971.84
EF4920,79.99,79.99,0.00,7199.10
EE6893,59.99,35.99,0.40,1554.77
EF2335,219.99,219.99,0.00,29698.65
EE4896,,,,
EF4372,119.99,119.99,0.00,9287.23
FW9328,89.99,89.99,0.00,11338.74
B27797,55.99,27.99,0.50,4232.09
EG7737,219.99,219.99,0.00,3563.84
DB3105,59.99,29.99,0.50,5236.25
CG6477,75.99,37.99,0.50,4376.45
CG3552,19.99,9.99,0.50,1780.22
EG8778,75.99,53.19,0.30,8521.04
BB3627,99.99,40.00,0.60,1008.00
EE4851,39.99,23.99,0.40,129.55
EF4373,119.99,119.99,0.00,18574.45
BW0418,84.99,34.00,0.60,1162.80
G27728,32.99,19.79,0.40,71.24
BB3628,99.99,40.00,0.60,1800.00
BB3645,99.99,40.00,0.60,5616.00
F37427,59.99,59.99,0.00,9934.34
DB3541,139.99,69.99,0.50,10204.54
EE7346,17.99,17.99,0.00,1424.81
EG1866,32.99,32.99,0.00,3919.21
EE4895,79.99,47.99,0.40,8033.53
D96635,129.99,129.99,0.00,6317.51
FV6404,139.99,139.99,0.00,14362.97
CG6040,119.99,59.99,0.50,5075.15
EE6074,59.99,35.99,0.40,5117.78
CG4743,69.99,34.99,0.50,5605.40
EG2738,59.99,59.99,0.00,9286.45
F35493,59.99,35.99,0.40,3627.79
F35597,45.99,27.59,0.40,4419.92
F35495,59.99,35.99,0.40,5441.69
F35494,59.99,35.99,0.40,3044.75
DB1370,45.99,22.99,0.50,2565.68
F35498,39.99,23.99,0.40,431.82
DB1372,39.99,19.99,0.50,2842.58
F36991,52.99,26.49,0.50,2050.33
B96223,55.99,27.99,0.50,705.35
F35497,39.99,23.99,0.40,3584.11
F36501,52.99,26.49,0.50,3814.56
EE6821,75.99,37.99,0.50,683.82
EE7745,89.99,89.99,0.00,15388.29
EE6135,59.99,35.99,0.40,323.91
AQ0334,109.99,54.99,0.50,2870.48
B96218,55.99,27.99,0.50,1662.61
CG5537,79.99,39.99,0.50,2303.42
AQ0538,79.99,39.99,0.50,5326.67
EE7777,139.99,83.99,0.40,12396.92
EF5885,75.99,75.99,0.00,8754.05
EE8378,69.99,41.99,0.40,3098.86
EF5870,79.99,79.99,0.00,6191.23
CG5580,89.99,44.99,0.50,4292.05
BB7566,89.99,44.99,0.50,6235.61
AQ0054,79.99,39.99,0.50,4822.79
B75665,109.99,54.99,0.50,7918.56
EG1727,,,,
AQ0539,79.99,39.99,0.50,1439.64
EG2646,89.99,89.99,0.00,15712.25
EH0181,79.99,79.99,0.00,9934.76
EF5902,119.99,119.99,0.00,9935.17
FU6910,75.99,75.99,0.00,4377.02
AC7104,89.99,44.99,0.50,5425.79
EF9625,279.99,279.99,0.00,16127.42
D97946,179.99,89.99,0.50,2753.69
B75667,109.99,54.99,0.50,3662.33
BD7080,89.99,44.99,0.50,6397.58
CL9914,24.99,14.99,0.40,1915.72
BB6602,119.99,59.99,0.50,7126.81
EF5435,75.99,75.99,0.00,10395.43
BC1050,89.99,44.99,0.50,4696.96
EF5507,75.99,75.99,0.00,683.91
D97319,89.99,44.99,0.50,2348.48
EF5985,79.99,79.99,0.00,8782.90
EF5441,75.99,75.99,0.00,11489.69
F35769,49.99,24.99,0.50,2563.97
EG8776,75.99,75.99,0.00,3693.11
D97429,99.99,49.99,0.50,539.89
EF0820,75.99,75.99,0.00,2325.29
EF4027,119.99,119.99,0.00,14902.76
CG6732,55.99,27.99,0.50,2821.39
EH2180,129.99,129.99,0.00,12635.03
EF6050,65.99,65.99,0.00,1781.73
EF6048,65.99,65.99,0.00,4751.28
EE7290,59.99,35.99,0.40,5700.82
EE7449,39.99,23.99,0.40,2245.46
EE7968,39.99,39.99,0.00,4030.99
F36481,55.99,33.59,0.40,4111.42
EG1900,29.99,29.99,0.00,2969.01
EF6049,65.99,65.99,0.00,4038.59
EF7141,75.99,75.99,0.00,4240.24
EF7140,75.99,75.99,0.00,11626.47
CQ1091,69.99,34.99,0.50,3841.90
EF7134,75.99,75.99,0.00,6155.19
EH1097,45.99,45.99,0.00,6043.09
FV4656,75.99,75.99,0.00,4513.81
G26947,109.99,65.99,0.40,3088.33
F34060,109.99,65.99,0.40,1306.60
G26944,109.99,65.99,0.40,11521.85
EG5185,199.99,199.99,0.00,33838.31
EG5188,199.99,199.99,0.00,15839.21
FV3029,79.99,79.99,0.00,12958.38
FV4658,75.99,75.99,0.00,6291.97
CM4831,52.99,52.99,0.00,2098.40
EF6270,89.99,89.99,0.00,13120.54
CM4705,49.99,49.99,0.00,8638.27
FV3031,79.99,79.99,0.00,863.89
FV5358,75.99,75.99,0.00,3282.77
DB0594,59.99,29.99,0.50,701.77
DA8839,,,,
G27461,119.99,59.99,0.50,7774.70
CM4708,49.99,49.99,0.00,1349.73
DA9868,49.99,24.99,0.50,1484.41
EE9540,69.99,41.99,0.40,7180.29
DB3483,79.99,39.99,0.50,647.84
EE3912,179.99,89.99,0.50,3401.62
CJ0183,59.99,29.99,0.50,4750.42
AQ0534,89.99,44.99,0.50,4211.06
CK9502,45.99,22.99,0.50,2151.86
BC1041,79.99,39.99,0.50,1511.62
CM0065,14.99,8.99,0.40,614.92
EG3013,75.99,75.99,0.00,1641.38
EE4966,75.99,45.59,0.40,5744.34
B75806,79.99,79.99,0.00,13822.27
CK9434,42.99,21.49,0.50,3210.61
EH0833,69.99,69.99,0.00,9070.70
G27637,79.99,79.99,0.00,3887.51
CL7579,45.99,22.99,0.50,3600.23
CK9631,35.99,17.99,0.50,1424.81
EE6091,59.99,35.99,0.40,5182.56
CL9945,27.99,16.79,0.40,997.33
FV4189,79.99,79.99,0.00,5327.33
F34477,55.99,27.99,0.50,705.35
F34683,65.99,32.99,0.50,1603.31
CP8827,52.99,26.49,0.50,858.28
F36998,55.99,27.99,0.50,4232.09
F36457,59.99,29.99,0.50,53.98
EE8008,79.99,47.99,0.40,4405.48
EE5511,79.99,47.99,0.40,6737.80
EE5602,59.99,35.99,0.40,2979.97
EE6329,79.99,47.99,0.40,3800.81
EE5506,119.99,71.99,0.40,4794.53
F36471,45.99,22.99,0.50,993.17
EF6551,75.99,53.19,0.30,1340.39
EE6325,79.99,47.99,0.40,6565.03
EE5678,89.99,53.99,0.40,485.91
EE4967,75.99,45.59,0.40,6975.27
EF8907,129.99,77.99,0.40,12915.14
EE8688,219.99,109.99,0.50,5939.46
EE8972,65.99,39.59,0.40,2565.43
EE7239,79.99,47.99,0.40,5442.07
G26935,129.99,77.99,0.40,6878.72
EE5394,79.99,47.99,0.40,5010.16
EH0033,35.99,35.99,0.00,2656.06
B75573,52.99,26.49,0.50,2384.10
EE4883,129.99,77.99,0.40,6317.19
DA8964,109.99,54.99,0.50,197.96
CJ8060,59.99,29.99,0.50,2159.28
B75782,79.99,39.99,0.50,1871.53
G27401,109.99,65.99,0.40,10334.03
B75780,79.99,39.99,0.50,6262.43
S80807,79.99,32.00,0.60,2476.80
EE4791,,,,
S32279,75.99,75.99,0.00,8890.83
AC7556,129.99,64.99,0.50,11347.25
B22785,69.99,34.99,0.50,5731.36
F35130,49.99,24.99,0.50,4408.24
B43742,55.99,33.59,0.40,1692.94
CK9814,24.99,12.49,0.50,2135.79
CK9571,37.99,18.99,0.50,3315.65
F34844,55.99,27.99,0.50,2972.54
F35284,159.99,111.99,0.30,9877.52
CQ1149,79.99,39.99,0.50,5758.56
F34739,49.99,24.99,0.50,314.87
CK9866,54.99,27.49,0.50,197.93
EE5654,109.99,65.99,0.40,5939.10
FV3013,119.99,119.99,0.00,2159.82
F35282,159.99,111.99,0.30,16126.56
EF9624,279.99,279.99,0.00,9071.68
CK9865,54.99,27.49,0.50,247.41
F34073,169.99,118.99,0.30,856.73
D96551,89.99,44.99,0.50,2186.51
CK9784,59.99,29.99,0.50,1025.66
F36512,55.99,27.99,0.50,1813.75
F35283,159.99,111.99,0.30,2015.82
EG3096,169.99,169.99,0.00,611.96
EG3115,75.99,75.99,0.00,5471.28
EF5550,79.99,79.99,0.00,2591.68
EF9623,279.99,279.99,0.00,31246.88
CJ3410,45.99,22.99,0.50,993.17
CQ1061,69.99,34.99,0.50,4219.79
BB4014,109.99,44.00,0.60,7603.20
AQ6095,109.99,44.00,0.60,3880.80
EF7135,75.99,75.99,0.00,13541.42
B44500,99.99,40.00,0.60,4320.00
EF1629,149.99,149.99,0.00,16198.92
B43600,32.99,16.49,0.50,2077.74
EG8735,119.99,119.99,0.00,12742.94
G28713,17.99,17.99,0.00,64.76
EF3538,65.99,39.59,0.40,4061.93
CJ9005,27.99,13.99,0.50,176.27
AH2156,69.99,34.99,0.50,0.00
FV6447,109.99,109.99,0.00,16828.47
CM7767,89.99,44.99,0.50,4454.01
DB0646,39.99,23.99,0.40,259.09
CG6367,59.99,29.99,0.50,4210.60
CM7741,79.99,39.99,0.50,3383.15
CJ9006,27.99,13.99,0.50,528.82
AC7943,49.99,29.99,0.40,4210.60
CG6364,59.99,29.99,0.50,2699.10
BC0534,55.99,33.59,0.40,5925.28
CK1081,24.99,12.49,0.50,2000.90
F37022,69.99,34.99,0.50,1826.48
EE3812,59.99,35.99,0.40,2591.28
G26834,89.99,53.99,0.40,6899.92
B75879,,,,
FV6794,239.99,239.99,0.00,34990.54
G26790,129.99,77.99,0.40,9124.83
EH1524,99.99,69.99,0.30,2897.59
G26548,79.99,47.99,0.40,6996.94
B42122,29.99,17.99,0.40,1068.61
F99913,79.99,47.99,0.40,6565.03
EG1073,179.99,179.99,0.00,24622.63
EG7893,129.99,129.99,0.00,6785.48
G28915,45.99,22.99,0.50,206.91
BB3484,109.99,44.00,0.60,3643.20
EG1069,179.99,179.99,0.00,7775.57
EG2015,59.99,41.99,0.30,4988.41
FW3138,99.99,99.99,0.00,9359.06
EF2212,179.99,179.99,0.00,15227.15
EG1071,179.99,179.99,0.00,28834.40
EG2045,109.99,109.99,0.00,6533.41
EE4036,79.99,79.99,0.00,1295.84
FW5423,99.99,99.99,0.00,4679.53
EG1287,79.99,79.99,0.00,2015.75
EG2663,49.99,49.99,0.00,8638.27
EG2017,59.99,59.99,0.00,8746.54
EG0719,169.99,169.99,0.00,11627.32
EH1208,169.99,169.99,0.00,22336.69
EG4901,239.99,239.99,0.00,8207.66
EE4264,119.99,119.99,0.00,1295.89
EG1096,99.99,99.99,0.00,3959.60
EG1011,149.99,149.99,0.00,23488.43
EG2052,109.99,109.99,0.00,7523.32
EG0720,169.99,169.99,0.00,21112.76
EF2696,149.99,149.99,0.00,5669.62
EG0715,179.99,179.99,0.00,5507.69
EE4614,75.99,75.99,0.00,4787.37
EH1333,79.99,79.99,0.00,8206.97
EF0524,89.99,89.99,0.00,15874.24
EH1847,179.99,179.99,0.00,11339.37
G27491,179.99,125.99,0.30,5669.55
EF0708,129.99,129.99,0.00,10295.21
EE4005,149.99,149.99,0.00,3779.75
EG0761,169.99,169.99,0.00,29986.24
EF2774,69.99,69.99,0.00,2141.69
EE5147,129.99,129.99,0.00,4679.64
EF1565,229.99,229.99,0.00,12419.46
F35285,159.99,111.99,0.30,18747.13
G27482,169.99,118.99,0.30,16706.20
BC1031,69.99,34.99,0.50,1700.51
F35539,17.99,17.99,0.00,615.26
CK9816,24.99,12.49,0.50,696.94
B96338,79.99,39.99,0.50,3095.23
CM7531,59.99,59.99,0.00,5939.01
EG1369,189.99,189.99,0.00,7523.60
EG1837,149.99,149.99,0.00,25918.27
FV6106,279.99,279.99,0.00,26711.05
FU8929,,,,
FV4526,89.99,89.99,0.00,9556.94
EG3729,129.99,129.99,0.00,22696.25
FU8941,159.99,159.99,0.00,13535.15
FU8932,119.99,119.99,0.00,7991.33
CM6080,12.99,12.99,0.00,210.44
CM6051,12.99,12.99,0.00,210.44
CM6052,12.99,12.99,0.00,467.64
CM6081,12.99,12.99,0.00,1449.68
CM6068,14.99,14.99,0.00,2077.61
FV4418,99.99,99.99,0.00,719.93
CM6069,14.99,14.99,0.00,1699.87
CM6073,14.99,14.99,0.00,2482.34
FV4525,109.99,109.99,0.00,1979.82
CM6044,12.99,12.99,0.00,1426.30
FV2875,79.99,79.99,0.00,0.00
FW2152,129.99,129.99,0.00,18250.60
FV2874,79.99,79.99,0.00,7775.03
CJ8072,55.99,27.99,0.50,4836.67
CJ8088,49.99,24.99,0.50,4003.40
CK9657,42.99,21.49,0.50,1856.74
AC7043,99.99,49.99,0.50,4409.12
FW9783,129.99,129.99,0.00,20590.42
F35607,149.99,89.99,0.40,11014.78
CJ8111,42.99,21.49,0.50,2553.01
CL7446,42.99,21.49,0.50,3249.29
G26990,149.99,104.99,0.30,12283.83
CJ0194,59.99,29.99,0.50,701.77
EH0021,39.99,27.99,0.30,2216.81
B44861,55.99,27.99,0.50,3073.30
EE7610,55.99,33.59,0.40,3446.33
BD7439,79.99,39.99,0.50,791.80
F34604,39.99,19.99,0.50,2482.76
CJ8107,45.99,22.99,0.50,1862.19
B37550,149.99,74.99,0.50,1754.77
CJ8069,55.99,27.99,0.50,4584.76
CJ7992,45.99,22.99,0.50,2110.48
CJ7987,55.99,27.99,0.50,3728.27
F36162,52.99,26.49,0.50,1573.51
G26776,159.99,79.99,0.50,1295.84
CG6537,79.99,39.99,0.50,2375.41
BB9420,229.99,114.99,0.50,1448.87
CK9660,55.99,27.99,0.50,4433.62
CJ8109,45.99,22.99,0.50,2110.48
CJ0044,49.99,20.00,0.60,2448.00
CJ8116,45.99,18.40,0.60,2881.44
CK9445,45.99,22.99,0.50,1489.75
EF0148,59.99,35.99,0.40,2915.19
CG7123,79.99,39.99,0.50,6910.27
EE5677,89.99,53.99,0.40,971.82
EE5819,79.99,47.99,0.40,7342.47
EE5834,65.99,39.59,0.40,5130.86
EE5361,79.99,47.99,0.40,7774.38
EE5415,,,,
EE4924,119.99,71.99,0.40,10625.72
CJ0180,55.99,27.99,0.50,1612.22
F36645,59.99,29.99,0.50,4534.49
AQ0907,189.99,94.99,0.50,13336.60
CM4930,59.99,59.99,0.00,9934.34
CM4547,24.99,17.49,0.30,62.96
EE6377,119.99,71.99,0.40,3109.97
DB0271,49.99,24.99,0.50,2878.85
G27402,119.99,71.99,0.40,2591.64
EE7843,39.99,23.99,0.40,2245.46
EG6864,139.99,139.99,0.00,9323.33
EH0173,79.99,79.99,0.00,4463.44
EH2181,129.99,129.99,0.00,14740.87
FV4529,109.99,109.99,0.00,11086.99
CM4863,49.99,49.99,0.00,4949.01
EE6894,59.99,35.99,0.40,2008.24
B41823,99.99,49.99,0.50,5488.90
CI1871,59.99,24.00,0.60,3456.00
B43829,49.99,24.99,0.50,764.69
F35514,229.99,137.99,0.40,19622.18
B44820,69.99,34.99,0.50,5542.42
B44736,59.99,29.99,0.50,4372.54
CM4864,49.99,49.99,0.00,629.87
F34498,59.99,29.99,0.50,3400.87
EE6011,149.99,89.99,0.40,9718.92
CK9656,42.99,21.49,0.50,3017.20
CL7360,32.99,16.49,0.50,831.10
CK9546,39.99,19.99,0.50,3526.24
S75104,75.99,53.19,0.30,6701.94
CK9507,45.99,22.99,0.50,3931.29
F35598,45.99,27.59,0.40,2731.41
CL0207,14.99,7.49,0.50,768.47
CI9700,55.99,22.40,0.60,80.64
CI1704,45.99,18.40,0.60,2351.52
EE5730,79.99,47.99,0.40,4578.25
EE6029,75.99,45.59,0.40,7960.01
CQ2406,79.99,79.99,0.00,13822.27
EF6552,75.99,75.99,0.00,820.69
F36717,55.99,55.99,0.00,7054.74
CL7284,42.99,21.49,0.50,1818.05
F36424,59.99,59.99,0.00,1943.68
BD7497,79.99,39.99,0.50,1151.71
EE7901,45.99,45.99,0.00,1324.51
EE7905,45.99,45.99,0.00,4304.66
EE7907,45.99,45.99,0.00,1490.08
EE7690,49.99,49.99,0.00,1079.78
EE7696,49.99,49.99,0.00,1439.71
EE7382,65.99,39.59,0.40,4133.20
EE7693,49.99,49.99,0.00,7378.52
EE7422,49.99,29.99,0.40,215.93
EE7900,45.99,45.99,0.00,6622.56
EE6151,109.99,65.99,0.40,356.35
EE5520,,,,
EE5399,79.99,47.99,0.40,86.38
EE8153,59.99,35.99,0.40,3368.66
EE6110,75.99,45.59,0.40,1230.93
EE7881,65.99,65.99,0.00,5107.63
EE6077,75.99,45.59,0.40,3118.36
EE7360,59.99,35.99,0.40,842.17
EE7880,65.99,65.99,0.00,7602.05
CM5956,29.99,29.99,0.00,4912.36
EE9648,79.99,47.99,0.40,777.44
FV3020,79.99,79.99,0.00,1295.84
CM5971,27.99,27.99,0.00,554.20
CM5963,27.99,27.99,0.00,2065.66
CM5978,27.99,27.99,0.00,4635.14
CM5962,27.99,27.99,0.00,201.53
CM5975,29.99,29.99,0.00,2375.21
CM5961,27.99,27.99,0.00,1410.70
CM5974,29.99,29.99,0.00,2375.21
CM5990,29.99,29.99,0.00,1025.66
CM5979,27.99,27.99,0.00,906.88
AQ0863,79.99,79.99,0.00,2447.69
CJ8104,49.99,24.99,0.50,2294.08
CM5965,27.99,27.99,0.00,3929.80
CL7519,52.99,31.79,0.40,4692.20
EE5108,129.99,77.99,0.40,6036.43
CL9930,35.99,21.59,0.40,427.48
EF0815,79.99,79.99,0.00,8638.92
CL9935,27.99,16.79,0.40,2145.76
CM4795,39.99,31.99,0.20,2360.86
F35061,79.99,39.99,0.50,863.78
CM4978,24.99,24.99,0.00,3148.74
EG1686,149.99,149.99,0.00,22138.52
FV2838,119.99,119.99,0.00,17710.52
EF4344,119.99,119.99,0.00,9287.23
EH0188,109.99,109.99,0.00,2573.77
EE6037,75.99,45.59,0.40,1312.99
CM0039,14.99,8.99,0.40,938.56
G27636,79.99,79.99,0.00,575.93
F34392,45.99,27.59,0.40,2582.42
EG1728,199.99,199.99,0.00,9719.51
DB1758,69.99,34.99,0.50,251.93
CI1822,47.99,23.99,0.50,2159.10
CI9830,59.99,24.00,0.60,1339.20
DB1459,55.99,27.99,0.50,1158.79
EG5947,129.99,64.99,0.50,3626.44
B44809,79.99,39.99,0.50,6478.38
CG4044,49.99,24.99,0.50,3598.56
CI9931,55.99,27.99,0.50,4685.53
F35025,19.99,9.99,0.50,53.95
B96344,79.99,39.99,0.50,3887.03
CL7543,55.99,27.99,0.50,2619.86
F35560,79.99,39.99,0.50,7126.22
CL7399,55.99,27.99,0.50,2116.04
CL7303,,,,
CL7509,49.99,24.99,0.50,3508.60
EF3500,219.99,109.99,0.50,1979.82
EE8024,59.99,29.99,0.50,161.95
EE3655,159.99,79.99,0.50,5039.37
EE8447,55.99,27.99,0.50,4735.91
CL7426,45.99,22.99,0.50,1365.61
EF9182,75.99,45.59,0.40,5087.84
EE6317,75.99,45.59,0.40,4677.53
EF3836,199.99,199.99,0.00,18359.08
FW5351,109.99,109.99,0.00,10493.05
DB0958,79.99,39.99,0.50,647.84
CI9939,45.99,22.99,0.50,1200.08
BD7577,79.99,39.99,0.50,575.86
BB7828,79.99,39.99,0.50,2015.50
DB3530,69.99,34.99,0.50,5731.36
F34864,59.99,29.99,0.50,3940.69
CJ8087,49.99,24.99,0.50,44.98
F34568,45.99,22.99,0.50,1158.70
B41812,99.99,49.99,0.50,5668.87
CL7310,35.99,17.99,0.50,680.02
CL7397,55.99,27.99,0.50,4282.47
CL7624,45.99,27.59,0.40,347.63
CL7573,55.99,27.99,0.50,3577.12
BB7716,65.99,32.99,0.50,4572.41
EE6318,75.99,45.59,0.40,574.43
BC0020,59.99,29.99,0.50,3940.69
CI9699,55.99,27.99,0.50,2720.63
CJ8027,39.99,19.99,0.50,2698.65
B37736,75.99,37.99,0.50,4308.07
D97080,129.99,64.99,0.50,7603.83
CL7308,35.99,17.99,0.50,32.38
G27464,119.99,59.99,0.50,2699.55
CL9966,27.99,16.79,0.40,1722.65
BD7480,79.99,47.99,0.40,2936.99
CI1823,47.99,23.99,0.50,3713.65
DB0961,79.99,39.99,0.50,4822.79
CQ2896,109.99,54.99,0.50,6334.85
B41649,79.99,39.99,0.50,6478.38
CQ1711,69.99,34.99,0.50,1700.51
CI9992,49.99,24.99,0.50,1304.48
B37725,79.99,79.99,0.00,3599.55
CI9831,59.99,29.99,0.50,2807.06
BB7613,59.99,29.99,0.50,4048.65
CK1229,42.99,21.49,0.50,2978.51
BB7829,79.99,39.99,0.50,4030.99
B44821,69.99,34.99,0.50,3904.88
CJ7975,52.99,26.49,0.50,4625.15
B43651,59.99,29.99,0.50,1889.37
F35012,69.99,34.99,0.50,3715.94
CJ8106,49.99,24.99,0.50,269.89
EF8729,75.99,75.99,0.00,11763.25
BD7932,75.99,37.99,0.50,1914.70
BD7914,,,,
CL7606,42.99,21.49,0.50,696.28
FV6448,109.99,109.99,0.00,2573.77
G27639,79.99,79.99,0.00,13678.29
CK9569,37.99,18.99,0.50,1469.83
EE3649,159.99,79.99,0.50,4463.44
CK9829,27.99,13.99,0.50,478.46
CG5801,79.99,39.99,0.50,4390.90
CJ0027,42.99,21.49,0.50,309.46
CJ0070,42.99,21.49,0.50,3597.43
CJ8989,49.99,24.99,0.50,449.82
BB7067,59.99,29.99,0.50,1025.66
B41810,99.99,49.99,0.50,5488.90
G26778,159.99,79.99,0.50,11662.54
CJ8103,49.99,24.99,0.50,2159.14
EE6876,159.99,95.99,0.40,12958.65
EE7246,79.99,47.99,0.40,863.82
CK9805,49.99,24.99,0.50,3193.72
EE5883,129.99,77.99,0.40,9545.98
CK9785,59.99,29.99,0.50,4102.63
CK9802,49.99,24.99,0.50,3688.52
CK9860,49.99,24.99,0.50,2788.88
EF1413,159.99,95.99,0.40,1036.69
G27309,49.99,29.99,0.40,4480.51
EE6436,129.99,77.99,0.40,4772.99
EG8300,65.99,46.19,0.30,2826.83
CM5922,39.99,27.99,0.30,2720.63
CM4854,49.99,49.99,0.00,2339.53
B43814,49.99,49.99,0.00,8638.27
AC7045,99.99,49.99,0.50,4229.15
D96746,79.99,39.99,0.50,7054.24
EE3654,159.99,79.99,0.50,9934.76
G26806,159.99,79.99,0.50,6623.17
CQ1179,79.99,39.99,0.50,2591.35
EE7840,39.99,39.99,0.00,6118.47
EE4277,119.99,83.99,0.30,8466.19
F35377,45.99,45.99,0.00,4139.10
B37919,119.99,59.99,0.50,5183.14
EG2363,159.99,159.99,0.00,21886.63
CG3820,59.99,29.99,0.50,1889.37
DB1560,69.99,34.99,0.50,1448.59
F34428,59.99,59.99,0.00,6262.96
F36994,55.99,27.99,0.50,4786.29
B41648,79.99,39.99,0.50,0.00
B37959,75.99,37.99,0.50,4444.83
BB6744,89.99,36.00,0.60,129.60
DB3588,69.99,34.99,0.50,5227.51
F34563,45.99,22.99,0.50,1158.70
F36208,59.99,29.99,0.50,3292.90
CL7342,29.99,14.99,0.50,1079.28
EE9721,49.99,24.99,0.50,3013.79
FV2480,139.99,139.99,0.00,0.00
EE5590,89.99,53.99,0.40,8163.29
CG2925,,,,
BB6918,65.99,32.99,0.50,5641.29
EE9513,79.99,39.99,0.50,3239.19
CP8828,52.99,26.49,0.50,1478.14
CP9344,79.99,39.99,0.50,6262.43
F36171,52.99,26.49,0.50,95.36
CI9976,52.99,26.49,0.50,4386.74
CI9701,55.99,27.99,0.50,604.58
B44806,79.99,39.99,0.50,5614.60
EE4577,75.99,45.59,0.40,4923.72
BZ0109,129.99,52.00,0.60,4118.40
F34571,45.99,22.99,0.50,3641.62
CJ8014,49.99,24.99,0.50,3283.69
CP8822,52.99,26.49,0.50,47.68
F36242,69.99,34.99,0.50,2078.41
CJ8074,49.99,24.99,0.50,2204.12
CJ8015,49.99,24.99,0.50,1754.30
CJ8114,42.99,21.49,0.50,1934.10
CJ8075,49.99,24.99,0.50,3823.47
F35444,79.99,39.99,0.50,3239.19
EE5508,119.99,71.99,0.40,12310.29
CJ7991,55.99,27.99,0.50,4786.29
CL7312,35.99,17.99,0.50,323.82
CL7611,37.99,18.99,0.50,307.64
CK9605,45.99,22.99,0.50,2689.83
CK9481,42.99,21.49,0.50,1044.41
CK9505,45.99,22.99,0.50,1903.57
CK9485,39.99,19.99,0.50,2338.83
CL7489,39.99,19.99,0.50,179.91
CL9947,27.99,16.79,0.40,2871.09
EE5668,119.99,71.99,0.40,3109.97
CK9539,35.99,17.99,0.50,777.17
CI1702,45.99,18.40,0.60,960.48
CI1812,49.99,20.00,0.60,108.00
FV4298,109.99,109.99,0.00,4949.55
CI1739,49.99,20.00,0.60,1404.00
CI1935,45.99,18.40,0.60,0.00
B37266,189.99,94.99,0.50,3077.68
B37955,75.99,37.99,0.50,820.58
BD7842,79.99,39.99,0.50,5254.69
BD7528,79.99,39.99,0.50,791.80
BD7840,89.99,44.99,0.50,7774.27
